%time,field.time_from_start,field.base.pose.position.x,field.base.pose.position.y,field.base.pose.position.z,field.base.pose.orientation.x,field.base.pose.orientation.y,field.base.pose.orientation.z,field.base.pose.orientation.w,field.base.twist.linear.x,field.base.twist.linear.y,field.base.twist.linear.z,field.base.twist.angular.x,field.base.twist.angular.y,field.base.twist.angular.z,field.base.accel.linear.x,field.base.accel.linear.y,field.base.accel.linear.z,field.base.accel.angular.x,field.base.accel.angular.y,field.base.accel.angular.z,field.ee_motion0.pos.x,field.ee_motion0.pos.y,field.ee_motion0.pos.z,field.ee_motion0.vel.x,field.ee_motion0.vel.y,field.ee_motion0.vel.z,field.ee_motion0.acc.x,field.ee_motion0.acc.y,field.ee_motion0.acc.z,field.ee_motion1.pos.x,field.ee_motion1.pos.y,field.ee_motion1.pos.z,field.ee_motion1.vel.x,field.ee_motion1.vel.y,field.ee_motion1.vel.z,field.ee_motion1.acc.x,field.ee_motion1.acc.y,field.ee_motion1.acc.z,field.ee_motion2.pos.x,field.ee_motion2.pos.y,field.ee_motion2.pos.z,field.ee_motion2.vel.x,field.ee_motion2.vel.y,field.ee_motion2.vel.z,field.ee_motion2.acc.x,field.ee_motion2.acc.y,field.ee_motion2.acc.z,field.ee_motion3.pos.x,field.ee_motion3.pos.y,field.ee_motion3.pos.z,field.ee_motion3.vel.x,field.ee_motion3.vel.y,field.ee_motion3.vel.z,field.ee_motion3.acc.x,field.ee_motion3.acc.y,field.ee_motion3.acc.z,field.ee_forces0.x,field.ee_forces0.y,field.ee_forces0.z,field.ee_forces1.x,field.ee_forces1.y,field.ee_forces1.z,field.ee_forces2.x,field.ee_forces2.y,field.ee_forces2.z,field.ee_forces3.x,field.ee_forces3.y,field.ee_forces3.z,field.ee_contact0,field.ee_contact1,field.ee_contact2,field.ee_contact3
1320001000,1320000000,0.27870037622196964,0.01991578160381299,0.24126546986949937,-0.02052415769521813,0.010662985602847775,0.002906801132569744,0.9997282681789642,0.20307538087318522,0.014101645909138052,0.03429452108458579,0.42582049261007393,0.8357753342978902,-0.7635468323207005,-6.0192597060171025,-3.6733441162384137,-1.2037025194616815,8.511655717143535,-7.4873110558517695,-1.6487693440107325,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.03781102803986482,0.12976885663574814,5.7900853036343325e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-8.421895138844903,-9.19120982599494,24.120878012867323,5.992734163391915,0.5507438115838483,0.2668338924694995,-0.18703379401761566,0.02341259506206228,-0.1831727861157617,-13.661190677867285,-2.5165202842253147,-4.47919215229011,1,1,1,1
1330001000,1330000000,0.28043768452557627,0.019875785082715085,0.24154762108117703,-0.01815385732981059,0.014704789696668188,-0.0008284282320272513,0.9997267228251379,0.1451380278657245,-0.021835527566457243,0.022074833931423173,0.49642659547118995,0.74837250851118,-0.770342043486353,-5.568210895475032,-3.514090578880639,-1.2402349111708386,5.5980417859967915,-9.981028232100048,0.30533182924957863,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.03781102803986482,0.12976885663574814,5.7900853036343325e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-8.006126198475325,-9.40853815684304,23.554636845832984,6.96788053446938,0.6595867512341274,0.35158267725447784,-0.033876082703272914,0.004286948463352758,-0.03337879855074277,-14.431435384340215,-2.512408751115209,-4.768103931881928,1,1,1,1
1340001000,1340000000,0.2816181717396355,0.019484379503729107,0.24170574880173756,-0.01550316863276275,0.018247384591724453,-0.004552981991890882,0.9997029334121649,0.09171116296368448,-0.05618016566847481,0.009489822861168997,0.5375682018761935,0.6364072756941556,-0.7571446309806794,-5.11716208493296,-3.354837041522864,-1.2767673028799955,2.6206213520719546,-12.399188094002282,2.3478808231985226,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.03759122395103344,0.12975330960887127,0.0001700031475865123,0.1560196625162013,-0.011035472091783146,0.12046663743242222,54.28744950274887,-3.839821375160194,41.74019648225264,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-7.591966292270083,-9.53902930090387,22.910553230165128,7.951722496150209,0.7766026197260741,0.45257044614653075,0.0,0.0,0.0,-14.966626035537265,-2.3439528923210444,-4.688699058686961,1,1,0,1
1350001000,1350000000,0.2822869427452014,0.018757490220590842,0.2417361997920101,-0.012720517931245253,0.02116867887030796,-0.00816697361774742,0.9996616307533133,0.042794786167065085,-0.08893226839691469,-0.00346051212617679,0.5486695057567852,0.5006435340523188,-0.7231374214611785,-4.666113274390886,-3.1955835041650893,-1.3132996945891524,-0.40753901359493805,-14.741111162020399,4.4643106900667,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.03351010662291385,0.12946464691183135,0.0032912303005593314,0.640858625889711,-0.045328758052597395,0.48673388861572436,42.680343171951904,-3.0188358170025733,31.51325375440691,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-7.180242854613637,-9.588123204727589,22.195219366843894,8.929345432430333,0.9013903768808146,0.5712175951915732,0.0,0.0,0.0,-15.281058498087734,-2.027958809211278,-4.276785395030124,1,1,0,1
1360001000,1360000000,0.2824891024233282,0.017711042587036072,0.2416353208128237,-0.00995672625640243,0.023349852954269466,-0.011567208024373022,0.9996108481142999,-0.0016111025241334898,-0.12009183575177673,-0.016776171030614108,0.5293030761683739,0.3418221973647471,-0.6676820524302409,-4.215064463848815,-3.0363299668073145,-1.3498320862983093,-3.4698981727931892,-17.012092875512955,6.633429755435877,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.025160954977599088,0.12887410063309124,0.009563782828972835,1.0096265259552462,-0.07141218843183508,0.7507317125205657,31.07323684115507,-2.1978502588449613,21.286311026561297,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-6.771783319890452,-9.561259814864352,21.415227456849426,9.885834727305678,1.0335489825194737,0.7089445204355207,0.0,0.0,0.0,-15.389028638620927,-1.5812326031543518,-3.56817080323637,1,1,0,1
1370001000,1370000000,0.2822697556550701,0.016360961956800563,0.24139945862500747,-0.007364090103915135,0.02467517014096656,-0.014648070036128004,0.9995610737717193,-0.041506503109911275,-0.149658867733061,-0.030457153852143003,0.4792229260074152,0.16060098636108447,-0.5903851295504648,-3.7640156533067435,-2.8770764294495397,-1.3863644780074664,-6.54673899629754,-19.223484197487256,8.827437682910391,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.013704479648168805,0.1280637693284666,0.017964966460042472,1.262323362712813,-0.08928576322949666,0.9124601091469506,19.466130510358234,-1.3768647006873498,11.059368298715675,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-6.367415122484989,-9.463879077864318,20.577169701161882,10.806275764772186,1.1726773964631776,0.8671716179242882,0.0,0.0,0.0,-15.30483232376613,-1.0205803755187182,-2.598663145630624,1,1,0,1
1380001000,1380000000,0.2816740073214814,0.014723173683620104,0.24102495998939058,-0.005095272597083738,0.025031465556780708,-0.017302703324398067,0.9995239268706423,-0.07689141559026835,-0.1776333643407676,-0.04450346059076346,0.39839582745971064,-0.04250624805111864,-0.4911642938176811,-3.3129668427646717,-2.7178228920917653,-1.4228968697166233,-9.615207645301352,-21.392704694761107,11.011926269915831,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.00030139126770269836,0.12711575155377322,0.027472086920983678,1.3989491361624113,-0.09894948244558212,0.9719190784948794,7.859024179561395,-0.5558791425297378,0.8324255708700576,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-5.967965696781707,-9.301420940277637,19.6876383007614,11.675753928825776,1.3183745785330516,1.0473192837037906,0.0,0.0,0.0,-15.042765420152662,-0.3628082276728293,-1.4040702845378163,1,1,0,1
1390001000,1390000000,0.2807469623036161,0.012813603121230468,0.24050817166680194,-0.003302011948267565,0.024307312290640072,-0.019424474170035858,0.9995103506665233,-0.10776583996520481,-0.20401532557489635,-0.058915091246475496,0.2870338506151838,-0.2671899926338053,-0.3703143795087913,-2.8619180322226,-2.5585693547339905,-1.4594292614257802,-12.64901689538244,-23.543187140272224,13.14586011577119,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.013887599530719545,0.12611214586482686,0.03706244993901189,1.4195038463040408,-0.10040334608009144,0.9291086205643517,-3.748082151235444,0.2651064156278746,-9.394517156975553,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-5.57426247716507,-9.07932534865447,18.753225456628122,12.479354603462383,1.4702394885502217,1.2508079138199437,0.0,0.0,0.0,-14.617123794409814,0.37527773901486494,-0.02020008228288539,1,1,0,1
1400001000,1400000000,0.2795337254825287,0.01064817562336746,0.23984544041807074,-0.002133641117339653,0.022391877137368767,-0.0209087257675646,0.9995283270626322,-0.13412977623472017,-0.22880475143544718,-0.07369204581927892,0.14563186758695876,-0.5134046136592451,-0.22857386322783285,-2.4108692216805334,-2.399315817376218,-1.4959616531349367,-15.617736951165758,-25.704245246310247,15.181538716991872,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.027701782114018275,0.1251350508174433,0.045713361241342565,1.323987493137702,-0.09364735413302461,0.7840287353553679,-15.355188482032283,1.0860919737854857,-19.62145988482117,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-5.1871328980195415,-8.803032249544968,17.780523369742205,13.202163172677936,1.6278710863358132,1.4790579043186622,0.0,0.0,0.0,-14.042203313166882,1.1768714231759194,1.5171395988092407,1,1,0,1
1410001000,1410000000,0.27808098123617736,0.00824960483844296,0.23904006234721425,-0.0016851096513459192,0.01923770189894222,-0.0216869057965024,0.9995782857525888,-0.1555093753275761,-0.2499651536006477,-0.08674952133408656,0.0055890498853359005,-0.7435827298721874,-0.08709333827856958,-1.8650505968981386,-1.8327646318791446,-1.1155334461016482,-12.373186851406492,-20.343513260848137,13.107859674487468,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.03998044584911371,0.12426656496743828,0.05240212655519108,1.1124000766633952,-0.07868150660438167,0.5366794228679281,-26.96229481282912,1.9070775319430977,-29.848402612666796,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-4.8074043937295805,-8.477981589499286,16.776124241083785,13.829265020468366,1.7908683317109517,1.7334896512458615,0.0,0.0,0.0,-13.332299843053164,2.0251667234418758,3.172140896413609,1,1,0,1
1420001000,1420000000,0.2764417319301364,0.005667757590330553,0.2381231309317476,-0.0018452476023132624,0.015051778536337435,-0.021823407187853864,0.9996468265957195,-0.17143078817268304,-0.2654600440730302,-0.09600271474131192,-0.10156787355959998,-0.9204602508771528,0.03355869749961756,-1.3192319721232513,-1.266213462597357,-0.735105235343426,-9.049173159671252,-15.038566098866523,11.026248237120816,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.04956288010292628,0.12358878687062759,0.05610605160777292,0.7847415968811191,-0.05550580349416262,0.18706068310203205,-38.56940114362596,2.7280630901007097,-40.075345340512406,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-4.43590439867965,-8.109613315067588,15.746620271633015,14.34574553082961,1.958830184496763,2.0155235506474565,0.0,0.0,0.0,-12.501709250697983,2.90335753844429,4.908995948205298,1,1,0,1
1430001000,1430000000,0.2746705594268829,0.0029592889959584104,0.23713268899274662,-0.0024494724029287297,0.010102890406097928,-0.02141643459992712,0.9997165938501855,-0.18189401477004113,-0.2752894228525949,-0.10145162604095508,-0.1752898695832018,-1.04443715130452,0.13358800727319853,-0.7734133473483638,-0.6996622933155694,-0.3546770245852038,-5.693550602844134,-9.758738655475328,8.99100771664338,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.056649656986647146,0.12308752975586931,0.0558617148927008,0.8288050374329443,-0.05862248653694617,-0.23296842997797257,37.21973557775109,-2.6326027672885726,-38.88614783855137,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-4.073460347254213,-7.70336737280002,14.698603662370035,14.73669008775759,2.1313556045143724,2.326579998569363,0.0,0.0,0.0,-11.564727402730604,3.7946377668147164,6.691896891859379,1,1,0,1
1440001000,1440000000,0.2728220455888947,0.00018085417225471075,0.2361067793512871,-0.003332413072842462,0.0046587234715966845,-0.02056326502211311,0.9997721457664028,-0.18689905511965035,-0.27945328993934165,-0.10309625523301601,-0.21546897487262975,-1.115634792320698,0.2136619032980225,-0.22759472257347646,-0.1331111240337819,0.025751186173018192,-2.346699647077645,-4.479042752774802,7.04013735226451,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.06660524237662188,0.12238335785842172,0.05175817216705444,1.1429668642377717,-0.08084358232394068,-0.5706952185452064,25.612629783214334,-1.8116163901103248,-28.659209874895353,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-3.7208996738377293,-7.264683709246741,13.638666614274987,14.987184075248237,2.3080435515849063,2.6680793910574954,0.0,0.0,0.0,-10.535650165780362,4.682201307184695,8.485035865050904,1,1,0,1
1450001000,1450000000,0.2709507722786491,-0.0026108917638523743,0.2350834448284449,-0.00432980443942257,-0.0010130174816065768,-0.019358451061239516,0.9998027190209117,-0.18644590922151066,-0.2779516453332705,-0.10093660231749471,-0.22236290091709218,-1.1339545015311527,0.27474595021577913,0.31822390220141283,0.43344004524800717,0.4061793969312415,0.9587237851233664,0.8194977816142023,5.19527874349041,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.07912209074491805,0.12149802432196312,0.04478870845391853,1.3410576330972312,-0.09485481433915269,-0.8061526274758801,14.005523988677588,-0.9906300129320771,-18.432271911239333,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-3.379049812814663,-6.799002270957908,12.573401328328028,15.082312877297483,2.4884929855294895,3.041442124157769,0.0,0.0,0.0,-9.42877340647653,5.549242058185779,10.25260500545496,1,1,0,1
1460001000,1460000000,0.26911132135862365,-0.005359293695434652,0.23410072824529582,-0.005279949694658093,-0.006643848510569033,-0.017892763447646547,0.999803895983806,-0.18053457707562207,-0.27078448903438146,-0.0949726672943912,-0.19651400048459997,-1.0991386939807108,0.3179401280914019,0.8640425269763004,0.9999912145297949,0.7866076076894635,4.19861975642816,6.149673926661424,3.461667609121698,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.09303949151208196,0.12051362778421129,0.035976017549658686,1.4230773440113236,-0.10065618258258223,-0.9393406567699935,2.398418194140838,-0.16964363575382935,-8.205333947583313,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-3.048738198569474,-6.311763004483675,11.509400005509292,15.007161877901261,2.672302866169248,3.4480885939160992,0.0,0.0,0.0,-8.258392991448432,6.378953918449522,11.958796450746583,1,1,0,1
1470001000,1470000000,0.2673582746912958,-0.008007696505563952,0.2331966724229157,-0.006024725161056865,-0.011964074015862188,-0.016252884148683814,0.9997781790860042,-0.16916505868198461,-0.25795182104267456,-0.08520445016370543,-0.13865817035409778,-1.010832919821504,0.34431466937812527,1.4098611517511879,1.5665423838115826,1.1670358184476857,7.358578967377761,11.518078387758031,1.8281200874662384,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.10719673409865997,0.11951226688288406,0.026342793250640505,1.389025996980048,-0.0982476870542293,-0.9702593064275467,-9.208687600395905,0.6513427414244184,2.0216040160727005,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-2.730792265486627,-5.808405856374199,10.453254846798941,14.746816461055502,2.8590721533253065,3.8894391963784014,0.0,0.0,0.0,-7.038804787325329,7.154530786607481,13.567802338600856,1,1,0,1
1480001000,1480000000,0.26574621413914307,-0.01049944507731209,0.23240932018238034,-0.006410089691326783,-0.016702639615447816,-0.014521875740156892,0.999734488604356,-0.1523373540405983,-0.2394536413581498,-0.07163195092543745,-0.0496220624540457,-0.8686472939566436,0.3547459742126669,1.9556797765260754,2.1330935530933703,1.5474640292059079,10.435039387656161,16.925238185286574,0.26706137198210134,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.12043310792519842,0.1185760402556993,0.01691172935322961,1.2389035920034053,-0.08762932775409385,-0.8989085764485394,-20.815793394932655,1.4723291186026661,12.24854197972872,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-2.42603944795058,-5.2943707731796374,9.4115580531771,14.286362010756129,3.0483998068187925,4.36691432759059,0.0,0.0,0.0,-5.7843046607365665,7.8591665612912,15.043814806692858,1,1,0,1
1490001000,1490000000,0.26432972156464296,-0.012777884293750891,0.23177671434476554,-0.006286061859219949,-0.020587225501563944,-0.012780458922298945,0.9996866066133853,-0.13005146315146307,-0.2152899499808071,-0.054255169579587204,0.0697902050864293,-0.6722160146653557,0.34975296593299365,2.501498401300963,2.6996447223751576,1.92789223996413,13.436182672466174,22.36585602705609,-1.2654193972532106,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.13158790241224352,0.1177870465403748,0.008705519653791585,0.9727101290813946,-0.06880110468217596,-0.7252884668329718,-32.422899189469405,2.2933154957809143,22.475479943384734,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-2.135307180345796,-4.775097701450139,8.390901825623928,13.6108839109991,3.2398847864708302,4.881934383598581,0.0,0.0,0.0,-4.509188478311401,8.4760551411322,16.351025992697657,1,1,0,1
1500001000,1500000000,0.263163378830273,-0.014786359037952156,0.23133689773114718,-0.005506140454046967,-0.023344545468990462,-0.01110912894196188,0.9996505898904364,-0.10230738601457934,-0.18546074691064696,-0.03307410612615508,0.21891682953143984,-0.4212541708330573,0.3293339864620004,3.047317026075844,3.2661958916569387,2.3083204507223476,16.382289736439922,27.829099149813544,-2.8295228910336743,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.13950040698034175,0.11722738437462839,0.0027468579486920053,0.5904456082140164,-0.0417630178384755,-0.4493989775808438,-44.030004984006155,3.1143018729591616,32.70241790704076,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.859422897056739,-4.256026587735858,7.397878365119565,12.705467545780294,3.4331260521025455,5.4359197604482885,0.0,0.0,0.0,-3.2277521066792048,8.98839042476208,17.45362803429026,1,1,0,1
1510001000,1510000000,0.2622883512226124,-0.016477518943950314,0.23111852722902307,-0.003975294717820856,-0.024773013095911393,-0.009580396439167277,0.999639290373345,-0.07313009541575641,-0.1527574571710024,-0.01090454060074962,0.3673135182497601,-0.15861055418370948,0.2987310461302637,2.7881410904159436,3.274462109359015,2.1255926619163734,13.307738921789458,24.692116425108853,-3.312242821744031,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.14300991105003932,0.1169791523961779,5.843803429655958e-05,0.09211002940127067,-0.00651506722299261,-0.07124010869215658,-55.637110778542905,3.93528825013741,42.929355870696774,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.5992140324678692,-3.742597378586959,6.439079872644163,11.555198299095693,3.627722563535064,6.030290854185629,0.0,0.0,0.0,-1.954291412469189,9.379366310812344,18.315813069145776,1,1,0,1
1520001000,1520000000,0.2616921377239934,-0.017841232639012574,0.23111271599309058,-0.0017950028906031253,-0.024960266589759472,-0.008229066933981307,0.999652962539394,-0.04654456420626036,-0.11997150472346671,0.009437747112172448,0.48527449593838345,0.07244725355504153,0.2627671424995581,2.5289651514832596,3.2827283801481153,1.9428648806680369,10.293983625826508,21.512890646292814,-3.8918711275932725,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.14308530161351293,0.1169738199194392,8.423360368602278e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.355508020963649,-3.2402500205535976,5.521098549177861,10.145161554941197,3.823273280589511,6.666468060856516,-0.009477587435346758,-0.00493452224447367,0.04977094407343422,-0.7031022623107006,9.632176697914588,18.901773234939327,1,1,1,1
1530001000,1530000000,0.2613488207405228,-0.018876673496060016,0.2313011912452249,0.0008862992164883779,-0.024067595395568762,-0.007083238864063219,0.9996848468656353,-0.02255079238609116,-0.08710288956804003,0.02795275701261115,0.5733699055302671,0.27152681376276316,0.22075295213784005,2.2697892125505756,3.2909946509372157,1.7601370994197,7.333211329934627,18.297558851783933,-4.5140108637342555,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.14308530161351293,0.1169738199194392,8.423360368602278e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.1291322969285382,-2.7544244601859234,4.650526595700805,8.460442697312729,4.019377163087013,7.345871776506868,-0.04418207804866362,-0.023161828237156266,0.2347882354557864,0.5115194771669636,9.730015484700338,19.175700669345844,1,1,1,1
1540001000,1540000000,0.2612324826783072,-0.019583014888013738,0.2316656802073012,0.003922384900712964,-0.022257776129005535,-0.0061725429475416,0.9997255153351056,-0.0011487799552488166,-0.054151611704722345,0.04464048910056648,0.6320859819245831,0.438301202240425,0.17249656275471745,2.010613273617891,3.299260921726316,1.5774093181713633,4.416608617139333,15.053086472328463,-5.133568039403042,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.14308530161351293,0.1169738199194392,8.423360368602278e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.9209142947470021,-2.290560644034091,3.8339562131931455,6.486127110206269,4.215633170848696,8.069922397182596,-0.10189140130805964,-0.05380523827281282,0.5482830325475457,1.6752779393345278,9.656076569801144,19.101787510040566,1,1,1,1
1550001000,1550000000,0.26131720594345337,-0.01995943018779483,0.23218791010119463,0.007168956778012537,-0.01969489547626675,-0.005526034888295043,0.9997650624468267,0.01766147308626674,-0.021117671133513573,0.05950094337603848,0.6618189439636655,0.5725173280529876,0.11821065904822602,1.7514373346852063,3.307527192515417,1.394681536923026,1.535067322995644,11.787278450098377,-5.714713328820673,0.3988638293560696,0.11036027457638649,-9.987868262639325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5586432347080805,-0.18476091532950842,9.332159788354089e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.14308530161351293,0.1169738199194392,8.423360368602278e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.025838827869844927,-0.11408235151284692,-1.3741964663404162e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.7316814488035017,-1.8540985186482608,3.077979602635022,4.207300177617697,4.411640263695682,8.840040318929619,-0.18001370427057378,-0.09579678807472843,0.9815663443924119,2.7738772575626385,9.39355385184858,18.644225894698423,1,1,1,1
